publisher,journal,question_id,question_text,has_discrepancy,discrepancy_reason,final_answer,num_encoders,question_type,score
AIP,apl_materials,data_availability,2. Data availability statement,False,,Required according to the RDP.,2,multiple_choice,1.0
AIP,apl_materials,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
AIP,apl_materials,data_timing,7. Timing of data release,False,,Timing of data availability not adressed in RDP.,2,multiple_choice,
AIP,apl_materials,data_sharing_method,8. Recommended data sharing method,False,,Multiple data sharing methods equally recommended in RDP.,2,multiple_choice,0.4
AIP,apl_materials,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
AIP,apl_materials,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
AIP,apl_materials,code_required,13. Code sharing requirements,False,,Code sharing not mentioned.,2,multiple_choice,0.0
AIP,apl_materials,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
AIP,apl_materials,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
AIP,apl_materials,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
AIP,apl_materials,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
AIP,apl_materials,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
AIP,apl_materials,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
AIP,apl_materials,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
AIP,low_temperature_physics,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
AIP,low_temperature_physics,data_sharing,3. Data sharing requirements in RDP,True,Language understanding,Data sharing encouraged but optional.,2,multiple_choice,0.0
AIP,low_temperature_physics,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository encouraged.,2,multiple_choice,0.33
AIP,low_temperature_physics,data_availability,2. Data availability statement,False,,Required according to the RDP.,2,multiple_choice,1.0
AIP,low_temperature_physics,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
AIP,low_temperature_physics,data_timing,7. Timing of data release,False,,Timing of data availability not adressed in RDP.,2,multiple_choice,
AIP,low_temperature_physics,data_sharing_method,8. Recommended data sharing method,False,,Multiple data sharing methods equally recommended in RDP.,2,multiple_choice,0.4
AIP,low_temperature_physics,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
AIP,low_temperature_physics,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
AIP,low_temperature_physics,code_required,13. Code sharing requirements,False,,Code sharing not mentioned.,2,multiple_choice,0.0
AIP,low_temperature_physics,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
AIP,low_temperature_physics,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
AIP,low_temperature_physics,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
AIP,low_temperature_physics,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
AIP,low_temperature_physics,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
AIP,low_temperature_physics,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
AIP,low_temperature_physics,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,physical_review_d,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,physical_review_d,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,physical_review_d,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,physical_review_d,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,physical_review_d,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,physical_review_d,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,physical_review_d,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,physical_review_d,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,physical_review_d,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,physical_review_d,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_d,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_d,code_required,13. Code sharing requirements,False,,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,physical_review_d,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
APS,physical_review_d,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
APS,physical_review_d,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
APS,physical_review_d,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
APS,physical_review_d,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
APS,physical_review_d,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
APS,physical_review_d,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,physical_review_e,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,physical_review_e,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,physical_review_e,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,physical_review_e,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,physical_review_e,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,physical_review_e,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,physical_review_e,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,physical_review_e,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,physical_review_e,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,physical_review_e,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_e,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_e,code_required,13. Code sharing requirements,False,,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,physical_review_e,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
APS,physical_review_e,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
APS,physical_review_e,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
APS,physical_review_e,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
APS,physical_review_e,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
APS,physical_review_e,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
APS,physical_review_e,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,physical_review_letters,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,physical_review_letters,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,physical_review_letters,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,physical_review_letters,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,physical_review_letters,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,physical_review_letters,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,physical_review_letters,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,physical_review_letters,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,physical_review_letters,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,physical_review_letters,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_letters,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_letters,code_required,13. Code sharing requirements,True,Language understanding,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,physical_review_letters,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
APS,physical_review_letters,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
APS,physical_review_letters,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
APS,physical_review_letters,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
APS,physical_review_letters,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
APS,physical_review_letters,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
APS,physical_review_letters,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,physical_review_c,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,physical_review_c,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,physical_review_c,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,physical_review_c,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,physical_review_c,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,physical_review_c,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,physical_review_c,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,physical_review_c,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,physical_review_c,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,physical_review_c,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_c,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_c,code_required,13. Code sharing requirements,True,Language understanding,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,physical_review_c,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
APS,physical_review_c,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
APS,physical_review_c,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
APS,physical_review_c,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
APS,physical_review_c,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
APS,physical_review_c,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
APS,physical_review_c,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,physical_review_materials,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,physical_review_materials,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,physical_review_materials,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,physical_review_materials,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,physical_review_materials,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,physical_review_materials,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,physical_review_materials,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,physical_review_materials,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,physical_review_materials,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,physical_review_materials,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_materials,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_materials,code_required,13. Code sharing requirements,False,,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,physical_review_materials,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
APS,physical_review_materials,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
APS,physical_review_materials,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
APS,physical_review_materials,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
APS,physical_review_materials,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
APS,physical_review_materials,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
APS,physical_review_materials,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,physical_review_x,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,physical_review_x,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,physical_review_x,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,physical_review_x,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,physical_review_x,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,physical_review_x,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,physical_review_x,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,physical_review_x,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,physical_review_x,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,physical_review_x,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_x,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_x,code_required,13. Code sharing requirements,False,,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,physical_review_x,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
APS,physical_review_x,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
APS,physical_review_x,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
APS,physical_review_x,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
APS,physical_review_x,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
APS,physical_review_x,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
APS,physical_review_x,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,physical_review_b,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,physical_review_b,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,physical_review_b,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,physical_review_b,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,physical_review_b,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,physical_review_b,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,physical_review_b,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,physical_review_b,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,physical_review_b,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,physical_review_b,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_b,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_b,code_required,13. Code sharing requirements,False,,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,physical_review_b,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
APS,physical_review_b,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
APS,physical_review_b,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
APS,physical_review_b,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
APS,physical_review_b,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
APS,physical_review_b,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
APS,physical_review_b,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,prx_quantum,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,prx_quantum,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,prx_quantum,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,prx_quantum,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,prx_quantum,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,prx_quantum,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,prx_quantum,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,prx_quantum,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,prx_quantum,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,prx_quantum,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,prx_quantum,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,prx_quantum,code_required,13. Code sharing requirements,True,Language understanding,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,prx_quantum,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
APS,prx_quantum,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
APS,prx_quantum,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
APS,prx_quantum,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
APS,prx_quantum,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
APS,prx_quantum,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
APS,prx_quantum,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,physical_review_a,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,physical_review_a,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,physical_review_a,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,physical_review_a,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,physical_review_a,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,physical_review_a,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,physical_review_a,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,physical_review_a,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,physical_review_a,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,physical_review_a,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_a,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_a,code_required,13. Code sharing requirements,False,,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,physical_review_a,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
APS,physical_review_a,code_versioning,15. Versioning and persistent identifiers,False,,No mention of a persistent identifier or specifying a version of developed code.,2,multiple_choice,0.0
APS,physical_review_a,code_quality,16. Code Quality Standards,False,,The journal policies do not mention any code quality standards.,2,multiple_choice,0.0
APS,physical_review_a,code_autotest,17. Automatic Testing,False,,No mention of automatic testing to verify code functionality.,2,multiple_choice,0.0
APS,physical_review_a,code_docs,18. Code Documentation,False,,No mention of standards for code documentation.,2,multiple_choice,0.0
APS,physical_review_a,code_linting,19. Linting Standards,False,,No mention of linting standards for code.,2,multiple_choice,0.0
APS,physical_review_a,code_development,20. Code Development,False,,No mention of standards for code development such as continuous integration.,2,multiple_choice,0.0
APS,physical_review_applied,rdp_exist,1. Existence of research data policy,False,,Research Data Policy (RDP) exists.,2,multiple_choice,1.0
APS,physical_review_applied,data_sharing,3. Data sharing requirements in RDP,False,,Data sharing encouraged but optional.,2,multiple_choice,0.0
APS,physical_review_applied,data_fair,4. FAIR data sharing (see https://www.go-fair.org/fair-principles/ for a definition of FAIR),False,,Public data sharing on a FAIR repository not mentioned in RDP.,2,multiple_choice,0.0
APS,physical_review_applied,data_availability,2. Data availability statement,False,,Mentioned in the RDP but optional.,2,multiple_choice,0.5
APS,physical_review_applied,data_citability,5. Citability and findability of data ,False,,DOIs or other persistent identifiers recommended for datasets or codes.,2,multiple_choice,0.5
APS,physical_review_applied,data_timing,7. Timing of data release,False,,Required data must be available prior to official publication.,2,multiple_choice,0.75
APS,physical_review_applied,data_sharing_method,8. Recommended data sharing method,False,,Public online repositories recommended in RDP.,2,multiple_choice,0.8
APS,physical_review_applied,data_licenses,9. Recommended/required licenses,False,,No mention of data/code licenses in RDP.,2,multiple_choice,0.0
APS,physical_review_applied,data_referee,10. Referee guidelines concerning research data,False,,Data sharing policy not mentioned in refereeing guidelines.,2,multiple_choice,0.0
APS,physical_review_applied,data_recommended,"11. Unique policies for data types
Please name all data types for which unique policies are recommended according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_applied,data_required,"12. Unique policies for data types
Please name all data types for which unique policies are required according to the RDP (Please separate all data types be semicolon, e.g. crystal structures; Protein sequence)",False,,no text,2,open,
APS,physical_review_applied,code_required,13. Code sharing requirements,False,,Code sharing encouraged but optional.,2,multiple_choice,0.5
APS,physical_review_applied,code_reproducibility,14. Code Reproducibility,False,,No mention of dependencies for research code.,2,multiple_choice,0.0
